name,latitude,longitude
エホバの証人日本支部,35.43057154571769,139.38236346549488
創価学会本部,35.68310472007252,139.71928546151167
幸福の科学総合本部,35.62924438280277,139.72701274846872
ひかりの輪本拠地,35.67069597274692,139.59869595125608
世界平和統一家庭連合,35.66255695257837,139.69446682536042
GLA総合本部,35.70995642741232,139.79652442903623
天理教本部,34.6023850811172,135.84320113600123
大本本部,35.01288179889608,135.5814757597322

